EventId,EventTemplate,Occurrences,IterationNumber
1dcb6e43,"Track ID STSAHDFC042435620180108144037 Payment ID 700201800801238655 Parsing PARES. <ThreeDSecure><Message id ""VEREQ201800801293473""><PARes id ""PARes1237397860""><version>1.0.2</version><Merchant><acqBIN>550372</acqBIN><merID>23538</merID></Merchant><Purchase><xid>jjq4N5L1Wmemq/K34v5CJ2nrGo8 </xid><date>20180108 02 39 50</date><purchAmount>1704700</purchAmount><currency>356</currency><exponent>2</exponent></Purchase><pan>0000000000007803</pan><TX><time>20180108 09 12 36</time><status>Y</status><cavv>jLQDlmkvb1I/CBEBHwYPCEIAAAA </cavv><eci>02</eci><cavvAlgorithm>3</cavvAlgorithm></TX></PARes><Signature xmlns ""http //www.w3.org/2000/09/xmldsig#""><SignedInfo xmlns ""http //www.w3.org/2000/09/xmldsig#""><CanonicalizationMethod Algorithm ""http //www.w3.org/TR/2001/REC-xml-c14n-20010315""></CanonicalizationMethod><SignatureMethod Algorithm ""http //www.w3.org/2000/09/xmldsig#rsa-sha1""></SignatureMethod><Reference URI ""#PARes1237397860""><DigestMethod Algorithm ""http //www.w3.org/2000/09/xmldsig#sha1""></DigestMethod><DigestValue>coIGdVR/an1qojjxdesEd1oJjGQ </DigestValue></Reference></SignedInfo><SignatureValue>sYZG2MGfUxCltPYprGtntMYVIRxpLqShzO94KxoObxKVljLyC6SsCMDsgKkZLaCyqkRVh4iqh9KtqD4sOh7fJQ/uXefNs8qjsbNwMtu3HSfz+iiOOx1LQN337viuqWIHb+XCaBk9gLMlcazcPZ3m0TqoAgI/VJNC3kg6vo0ynAs </SignatureValue><KeyInfo><X509Data><X509Certificate>MIID0DCCArigAwIBAgIQDnWi0on9T/1+uuoLdNVrOTANBgkqhkiG9w0BAQUFADCBhjELMAkGA1UEBhMCVVMxHTAbBgNVBAoTFE1hc3RlckNhcmQgV29ybGR3aWRlMS4wLAYDVQQLEyVNYXN0ZXJDYXJkIFdvcmxkd2lkZSBTZWN1cmVDb2RlIEdlbiAyMSgwJgYDVQQDEx9QUkQgTUMgU2VjdXJlQ29kZSBJc3N1ZXIgU3ViIENBMB4XDTE2MDYyMjE1MzQxNloXDTIwMDYyMTE1MzIzMlowTjELMAkGA1UEBhMCSU4xFjAUBgNVBAoTDUhERkMgQmFuayBMdGQxFTATBgNVBAsTDEhERkMgQmFuayBJVDEQMA4GA1UEAxMHTmV0U2FmZTCBnzANBgkqhkiG9w0BAQEFAAOBjQAwgYkCgYEA0rqR1cqZfbx5ALxV/0zV6i8CNinFQpMPrCiYA0LGnTTJ+AsHbN9zNGsd0qOt+HsHPKpmP8KP6o9hayPJ+BERhH5L1Qgce2I3ZKmDGhKf/bExEI603E1y2i0DllvFVkDObD9QOEkiplf5kC/s/BBSyfhNc6fmfydSU+sZ09hgxoMCAwEAAaOB9DCB8TCBpgYDVR0jBIGeMIGboYGGpIGDMIGAMQswCQYDVQQGEwJVUzEdMBsGA1UEChMUTWFzdGVyQ2FyZCBXb3JsZHdpZGUxLjAsBgNVBAsTJU1hc3RlckNhcmQgV29ybGR3aWRlIFNlY3VyZUNvZGUgR2VuIDIxIjAgBgNVBAMTGVBSRCBNQyBTZWN1cmVDb2RlIFJvb3QgQ0GCEENxAXw6Mx4Sqd6Zs3B6+mcwCQYDVR0TBAIwADAOBgNVHQ8BAf8EBAMCB4AwKwYDVR0QBCQwIoAPMjAxNjA2MjIxNTM0MTZagQ8yMDE5MDYyMjE1MzQxNlowDQYJKoZIhvcNAQEFBQADggEBAKn5bcvav6s117ys7h+4UgIAA7+at0BKY5fOjiQV2V8keTssRMIUfk1q/jG9YQdKZDpJTC/dKOq1zEYTlgwo0OitS2RWHICuSCk70xgBI6zVCxaEu8ZWwy78RCMppuFi7Im/6vMLYIJlgxoykt5YSU3ZE3P/+aNNXWqf5An5TrIE9eYHKEP4oJkvqYtD0/UCRIAeL5FD5OMGvfMnxE1C4tfkFvd/VvicEIe1xxIMPS1McYl13bVDY+AQ6oKrh6PpEQ6RYPcY+WmHnfUB0BOnmyfZNdx05TI9/vMOqlDewVhvGBpMWW/ntIvF37qUUtxl6Ai8esP0LtOvltkreGSSH30 </X509Certificate><X509Certificate>MIIEgDCCA2igAwIBAgIQQ3EBfDozHhKp3pmzcHr6ZzANBgkqhkiG9w0BAQUFADCBgDELMAkGA1UEBhMCVVMxHTAbBgNVBAoTFE1hc3RlckNhcmQgV29ybGR3aWRlMS4wLAYDVQQLEyVNYXN0ZXJDYXJkIFdvcmxkd2lkZSBTZWN1cmVDb2RlIEdlbiAyMSIwIAYDVQQDExlQUkQgTUMgU2VjdXJlQ29kZSBSb290IENBMB4XDTEyMDYyMjA5MjIxNFoXDTI1MDYyMTA5MjIxNVowgYYxCzAJBgNVBAYTAlVTMR0wGwYDVQQKExRNYXN0ZXJDYXJkIFdvcmxkd2lkZTEuMCwGA1UECxMlTWFzdGVyQ2FyZCBXb3JsZHdpZGUgU2VjdXJlQ29kZSBHZW4gMjEoMCYGA1UEAxMfUFJEIE1DIFNlY3VyZUNvZGUgSXNzdWVyIFN1YiBDQTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBANaeBgfjTKIFls7ueMTzI2nYwAbocHwkQqd8BsIyJbZdk21E+vyq9EhX1NIoiAhP7fl+y/hosX66drjfrbyspZLalrVG6gYbdB2j2Sr8zBRQnMZKKluDwYv/266nnRBeyGYW3FwyVu8L1ACYQc04ACke+07NI/AZ8OXQSoeboEEGUO520/76o1cER5Ok9HRi0jJD8E64j8dEt36Mcg0JaKQiDjShlyTw4ABYyzZ1Vxl0/iDrfwboxNEOOooC0rcGNnCpISXMWn2NmZH1QxiFt2jIZ8QzF3/z+M3iYradh9uZauleNqJ9LPKr/aFFDbe0Bv0PLbvXOnFpwOxvJODWUj8CAwEAAaOB7TCB6jAPBgNVHRMECDAGAQH/AgEAMA4GA1UdDwEB/wQEAwIBBjAdBgNVHQ4EFgQUwTArnR3hR1+Ij1uxMtqoPBm2j7swgacGA1UdIwSBnzCBnKGBhqSBgzCBgDELMAkGA1UEBhMCVVMxHTAbBgNVBAoTFE1hc3RlckNhcmQgV29ybGR3aWRlMS4wLAYDVQQLEyVNYXN0ZXJDYXJkIFdvcmxkd2lkZSBTZWN1cmVDb2RlIEdlbiAyMSIwIAYDVQQDExlQUkQgTUMgU2VjdXJlQ29kZSBSb290IENBghEA7qGSrpcB0q8DkgwCPcT3kzANBgkqhkiG9w0BAQUFAAOCAQEA3lJuYVdiy11ELUfBfLuib4gPTbkDdVLBEKosx0yUDczeXoTUOjBEc90f5KRjbpe4pilOGAQnPNUGpi3ZClS+0ysTBp6RdYz1efNLSuaTJtpJpoCOk1/nw6W+nJEWyDXUcC/yVqstZidcOG6AMfKU4EC5zBNELZCGf1ynM2l+gwvkcDUv4Y2et/n/NqIKBzywGSOktojTma0kHbkAe6pj6i65TpwEgEpywVl50oMmNKvXDNMznrAG6S9us+OHDjonOlmmyWmQxXdU1MzwdKzPjHfwl+Z6kByDXruHjEcNsx7P2rUTm/Bt3SWW1K48VfNNhVa/WctTZGJCrV3Zjl6A9g </X509Certificate><X509Certificate>MIIDzzCCAregAwIBAgIRAO6hkq6XAdKvA5IMAj3E95MwDQYJKoZIhvcNAQEFBQAwgYAxCzAJBgNVBAYTAlVTMR0wGwYDVQQKExRNYXN0ZXJDYXJkIFdvcmxkd2lkZTEuMCwGA1UECxMlTWFzdGVyQ2FyZCBXb3JsZHdpZGUgU2VjdXJlQ29kZSBHZW4gMjEiMCAGA1UEAxMZUFJEIE1DIFNlY3VyZUNvZGUgUm9vdCBDQTAeFw0xMjA2MjIwOTA4MzBaFw0yNTA2MjIwOTA4MzFaMIGAMQswCQYDVQQGEwJVUzEdMBsGA1UEChMUTWFzdGVyQ2FyZCBXb3JsZHdpZGUxLjAsBgNVBAsTJU1hc3RlckNhcmQgV29ybGR3aWRlIFNlY3VyZUNvZGUgR2VuIDIxIjAgBgNVBAMTGVBSRCBNQyBTZWN1cmVDb2RlIFJvb3QgQ0EwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDptCms6aI22T9ST60k487SZP06TKbUBpom7Z1Bo8cQQAE/tM5UOt3THMdrhT+2aIkj9T0pA35IyNMCNGDt+ejhy7tHdw1r6eDX/KXYHb4FlemY03DwRrkQSH/L+ZueS5dCfLM3m2azxBXtrVXDdNebfht8tcWRLK2Ou6vjDzdIzunuWRZ6kRDQ6oc1LSVO2BxiFO0TKowJP/M7qWRT/Jsmb6TGg0vmmQG9QEpmVmOZIexVxuYy3rn7gEbV1tv3k4aG0USMp2Xq/Xe4qe+Ir7sFqR56G4yKezSVLUzQaIB/deeCk9WU2T0XmicAEYDBQoecoS61R4nj5ODmzwmGyxrlAgMBAAGjQjBAMA8GA1UdEwQIMAYBAf8CAQEwDgYDVR0PAQH/BAQDAgEGMB0GA1UdDgQWBBQqFTcxVDO/uxI1hpFF3VSSTFMGujANBgkqhkiG9w0BAQUFAAOCAQEAhDOQ5zUX2wByVv0Cqka3ebnm/6xRzQQbWelzneDUNVdctn1nhJt2PK1uGV7RBGAGukgdAubwwnBhD2FdbhBHTVbpLPYxBbdMAyeC8ezaXGirXOAAv0YbGhPl1MUFiDmqSliavBFUs4cEuBIas4BUoZ5Fz042dDSAWffbdf3l4zrU5Lzol93yXxxIjqgIsT3QI+sRM3gg/Gdwo80DUQ2fRffsGdAUH2C/8L8/wH+E9HspjMDkXlZohPII0xtKhdIPWzbOB6DOULl2PkdGHmJc4VXxfOwE2NJAQxmoaPRDYGgOFVvkzYtyxVkxXeXAPNt8URR3jfWvYrBGH2D5A44Atg </X509Certificate></X509Data></KeyInfo></Signature></Message></ThreeDSecure>",1,5
f7308c42,"Track ID <*> Payment ID <*> PARES from ACS. <ThreeDSecure><Message id <*> id <*> </xid><date>20180108 02 <*> <*> <*> <*> <*> </cavv><eci>05</eci><cavvAlgorithm>2</cavvAlgorithm></TX></PARes><Signature xmlns ""http //www.w3.org/2000/09/xmldsig#""><SignedInfo xmlns ""http //www.w3.org/2000/09/xmldsig#""><CanonicalizationMethod Algorithm ""http //www.w3.org/TR/2001/REC-xml-c14n-20010315""></CanonicalizationMethod><SignatureMethod Algorithm ""http //www.w3.org/2000/09/xmldsig#rsa-sha1""></SignatureMethod><Reference URI <*> Algorithm ""http <*> <*> <*> </X509Certificate></X509Data></KeyInfo></Signature></Message></ThreeDSecure>",1,5
64503688,PayzApp Thread will sleep for next 1800 seconds,1,5
7bb1b3db,Unknown result code T8,1,5
d106f0bc,Merchant IP <*> Hosted transaction request amt <*> 1&password <*> <*> http <*> http <*> <*> <*> <*> <*> <*> <*> 356&langid USA&IPADDRESS <*>,1,5
a726d86f,"Track ID <*> Payment ID <*> Parsing PARES. <ThreeDSecure><Message id <*> id <*> </xid><date>20180108 <*> 01 <*> <*> <*> <*> </cavv><eci>02</eci><cavvAlgorithm>3</cavvAlgorithm></TX></PARes><Signature xmlns ""http //www.w3.org/2000/09/xmldsig#""><SignedInfo xmlns ""http //www.w3.org/2000/09/xmldsig#""><CanonicalizationMethod Algorithm ""http //www.w3.org/TR/2001/REC-xml-c14n-20010315""></CanonicalizationMethod><SignatureMethod Algorithm ""http //www.w3.org/2000/09/xmldsig#rsa-sha1""></SignatureMethod><Reference URI ""#PARes""><DigestMethod Algorithm ""http <*> <*> </SignatureValue><KeyInfo><X509Data><X509Certificate>MIIEUzCCAzugAwIBAgIRAL5xk0SpWK26zM5feAULGYgwDQYJKoZIhvcNAQEFBQAwgYYxCzAJBgNVBAYTAlVTMR0wGwYDVQQKExRNYXN0ZXJDYXJkIFdvcmxkd2lkZTEuMCwGA1UECxMlTWFzdGVyQ2FyZCBXb3JsZHdpZGUgU2VjdXJlQ29kZSBHZW4gMjEoMCYGA1UEAxMfUFJEIE1DIFNlY3VyZUNvZGUgSXNzdWVyIFN1YiBDQTAeFw0xNjA5MTcxNjIxNTZaFw0yMDA5MTYxNjE5NTFaMEwxCzAJBgNVBAYTAklOMRYwFAYDVQQKEw1BeGlzIEJhbmsgTHRkMQ4wDAYDVQQLEwVDYXJkczEVMBMGA1UEAxMMQ2FyZFNlY3VyaXR5MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAp0t1QffbONnVHlsl33OHwhNPolCQvxfuBwy3AfGwgYV1VLKogXgTlDYdsZF/T9T6OzJVmvjpa/14jEYUZF00DduOAKL5yegRGW4SkccEMeIsqUf870N2HtqORydNykMPet5Z6P0S8Y6/sQzmNNMOoNyf2eWSph0ADAXidRbU9jV+Oir++NyhEABBdBmIydb66/BvQMkEc4mgSmflL7uHCtblCSPCfhEZs58hvkOQeSQag4AK3BucGeaCBzDQ1jVj9zkOj+geBf+B31EzAqoC/WQrDiDSV0mnLqposRcwoCsWuNZylxP9pDnbFu3B/3P1RufAqBGIXrMpYTG17xug2QIDAQABo4H0MIHxMIGmBgNVHSMEgZ4wgZuhgYakgYMwgYAxCzAJBgNVBAYTAlVTMR0wGwYDVQQKExRNYXN0ZXJDYXJkIFdvcmxkd2lkZTEuMCwGA1UECxMlTWFzdGVyQ2FyZCBXb3JsZHdpZGUgU2VjdXJlQ29kZSBHZW4gMjEiMCAGA1UEAxMZUFJEIE1DIFNlY3VyZUNvZGUgUm9vdCBDQYIQQ3EBfDozHhKp3pmzcHr6ZzAJBgNVHRMEAjAAMA4GA1UdDwEB/wQEAwIHgDArBgNVHRAEJDAigA8yMDE2MDkxNzE2MjE1NlqBDzIwMTkwOTE3MTYyMTU2WjANBgkqhkiG9w0BAQUFAAOCAQEADEsP0dcKurS4NWcHhbWSog3eMfyy/yRqVYW+Dh6hHBjTrUiPhydUhhDJhJQ70C1Qt7Wae7PQnGvEUsscdvImTMDKdxKcEWXKUpn1/dslkghnwLs/AFVVufDn5uxuOUqrNcBsyFLRqMgey5hEiOpsVavuEDOYZ7Glat7/TkuG3LKMEAhrQtci+ZO9HJl7oc2bv1jakJT59wEAjchNvKcY/2RVefgpj+FRg+Pe5VwCpt4HXqQH2ZVdqGuaQDodESQsrQ1JwUcXFiiPcKQQkg38u5DPHDSl+Xwc+vd8oWaiMRSLb0BB/U9YoM3a6wY455pThZDw/KMdt1riHiuUqikTyg </X509Certificate><X509Certificate>MIIEgDCCA2igAwIBAgIQQ3EBfDozHhKp3pmzcHr6ZzANBgkqhkiG9w0BAQUFADCBgDELMAkGA1UEBhMCVVMxHTAbBgNVBAoTFE1hc3RlckNhcmQgV29ybGR3aWRlMS4wLAYDVQQLEyVNYXN0ZXJDYXJkIFdvcmxkd2lkZSBTZWN1cmVDb2RlIEdlbiAyMSIwIAYDVQQDExlQUkQgTUMgU2VjdXJlQ29kZSBSb290IENBMB4XDTEyMDYyMjA5MjIxNFoXDTI1MDYyMTA5MjIxNVowgYYxCzAJBgNVBAYTAlVTMR0wGwYDVQQKExRNYXN0ZXJDYXJkIFdvcmxkd2lkZTEuMCwGA1UECxMlTWFzdGVyQ2FyZCBXb3JsZHdpZGUgU2VjdXJlQ29kZSBHZW4gMjEoMCYGA1UEAxMfUFJEIE1DIFNlY3VyZUNvZGUgSXNzdWVyIFN1YiBDQTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBANaeBgfjTKIFls7ueMTzI2nYwAbocHwkQqd8BsIyJbZdk21E+vyq9EhX1NIoiAhP7fl+y/hosX66drjfrbyspZLalrVG6gYbdB2j2Sr8zBRQnMZKKluDwYv/266nnRBeyGYW3FwyVu8L1ACYQc04ACke+07NI/AZ8OXQSoeboEEGUO520/76o1cER5Ok9HRi0jJD8E64j8dEt36Mcg0JaKQiDjShlyTw4ABYyzZ1Vxl0/iDrfwboxNEOOooC0rcGNnCpISXMWn2NmZH1QxiFt2jIZ8QzF3/z+M3iYradh9uZauleNqJ9LPKr/aFFDbe0Bv0PLbvXOnFpwOxvJODWUj8CAwEAAaOB7TCB6jAPBgNVHRMECDAGAQH/AgEAMA4GA1UdDwEB/wQEAwIBBjAdBgNVHQ4EFgQUwTArnR3hR1+Ij1uxMtqoPBm2j7swgacGA1UdIwSBnzCBnKGBhqSBgzCBgDELMAkGA1UEBhMCVVMxHTAbBgNVBAoTFE1hc3RlckNhcmQgV29ybGR3aWRlMS4wLAYDVQQLEyVNYXN0ZXJDYXJkIFdvcmxkd2lkZSBTZWN1cmVDb2RlIEdlbiAyMSIwIAYDVQQDExlQUkQgTUMgU2VjdXJlQ29kZSBSb290IENBghEA7qGSrpcB0q8DkgwCPcT3kzANBgkqhkiG9w0BAQUFAAOCAQEA3lJuYVdiy11ELUfBfLuib4gPTbkDdVLBEKosx0yUDczeXoTUOjBEc90f5KRjbpe4pilOGAQnPNUGpi3ZClS+0ysTBp6RdYz1efNLSuaTJtpJpoCOk1/nw6W+nJEWyDXUcC/yVqstZidcOG6AMfKU4EC5zBNELZCGf1ynM2l+gwvkcDUv4Y2et/n/NqIKBzywGSOktojTma0kHbkAe6pj6i65TpwEgEpywVl50oMmNKvXDNMznrAG6S9us+OHDjonOlmmyWmQxXdU1MzwdKzPjHfwl+Z6kByDXruHjEcNsx7P2rUTm/Bt3SWW1K48VfNNhVa/WctTZGJCrV3Zjl6A9g </X509Certificate><X509Certificate>MIIDzzCCAregAwIBAgIRAO6hkq6XAdKvA5IMAj3E95MwDQYJKoZIhvcNAQEFBQAwgYAxCzAJBgNVBAYTAlVTMR0wGwYDVQQKExRNYXN0ZXJDYXJkIFdvcmxkd2lkZTEuMCwGA1UECxMlTWFzdGVyQ2FyZCBXb3JsZHdpZGUgU2VjdXJlQ29kZSBHZW4gMjEiMCAGA1UEAxMZUFJEIE1DIFNlY3VyZUNvZGUgUm9vdCBDQTAeFw0xMjA2MjIwOTA4MzBaFw0yNTA2MjIwOTA4MzFaMIGAMQswCQYDVQQGEwJVUzEdMBsGA1UEChMUTWFzdGVyQ2FyZCBXb3JsZHdpZGUxLjAsBgNVBAsTJU1hc3RlckNhcmQgV29ybGR3aWRlIFNlY3VyZUNvZGUgR2VuIDIxIjAgBgNVBAMTGVBSRCBNQyBTZWN1cmVDb2RlIFJvb3QgQ0EwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDptCms6aI22T9ST60k487SZP06TKbUBpom7Z1Bo8cQQAE/tM5UOt3THMdrhT+2aIkj9T0pA35IyNMCNGDt+ejhy7tHdw1r6eDX/KXYHb4FlemY03DwRrkQSH/L+ZueS5dCfLM3m2azxBXtrVXDdNebfht8tcWRLK2Ou6vjDzdIzunuWRZ6kRDQ6oc1LSVO2BxiFO0TKowJP/M7qWRT/Jsmb6TGg0vmmQG9QEpmVmOZIexVxuYy3rn7gEbV1tv3k4aG0USMp2Xq/Xe4qe+Ir7sFqR56G4yKezSVLUzQaIB/deeCk9WU2T0XmicAEYDBQoecoS61R4nj5ODmzwmGyxrlAgMBAAGjQjBAMA8GA1UdEwQIMAYBAf8CAQEwDgYDVR0PAQH/BAQDAgEGMB0GA1UdDgQWBBQqFTcxVDO/uxI1hpFF3VSSTFMGujANBgkqhkiG9w0BAQUFAAOCAQEAhDOQ5zUX2wByVv0Cqka3ebnm/6xRzQQbWelzneDUNVdctn1nhJt2PK1uGV7RBGAGukgdAubwwnBhD2FdbhBHTVbpLPYxBbdMAyeC8ezaXGirXOAAv0YbGhPl1MUFiDmqSliavBFUs4cEuBIas4BUoZ5Fz042dDSAWffbdf3l4zrU5Lzol93yXxxIjqgIsT3QI+sRM3gg/Gdwo80DUQ2fRffsGdAUH2C/8L8/wH+E9HspjMDkXlZohPII0xtKhdIPWzbOB6DOULl2PkdGHmJc4VXxfOwE2NJAQxmoaPRDYGgOFVvkzYtyxVkxXeXAPNt8URR3jfWvYrBGH2D5A44Atg </X509Certificate></X509Data></KeyInfo></Signature></Message></ThreeDSecure>",1,5
b087f497,<*> Whether current action is capture && original action is not auth ?,1,5
80c2f130,paymentLogList size 0,1,5
d2d94d42,201800851726467 Card number is not found in hashmap. Processing the same as supported transaction,1,5
aea50b96,<*> Maestro/Rupay brand is enabled for the terminal. 70002270,1,5
02a14346,<*> Card Number <*>,1,5
